"","Abigail","Barney","Beans","Bene","Blondie","Brain","Brie","Brigit","Bubbles","Candice","Cashew","Celine","Chad","Chilli","Chips","Chopper","Coffee","Cyclops","Daring","Dash","Ditto","Domino","Doodle","Ester","Francis","Genevieve","Gina","Goggles","Gogo","Hazel","Helen","Jacquei","Julia","Lauren","Longnose","Louis","Michelle","Mike","Milo","Nacho","Nancy","Naomi","Nikki","Nina","Opal","Pearl","Penny","Qantas","Regan","Ross","Rudolph","Shaddow","Star","Stripes","Syrup","Themeda","Therese","Tim","Trevor","Twinkie","Tyrone"
"Nancy",197.061152469444,336.056273075347,255.704382742456,50.5026546089149,101.442722879309,224.777674261036,357.089304785257,277.80369746759,133.047470681154,170.212509242605,183.292788808085,254.615499706723,126.651050749177,199.48795016303,278.680028878195,37.8093429020721,337.016840650318,321.656790728526,131.371149412378,133.434550901601,209.428849876357,279.376680889014,249.668034677148,186.893318414528,188.033459538429,415.289570861236,485.336612286921,170.866391827331,461.794404758511,164.640908216377,202.767821224568,255.428780489358,223.160306780746,186.837661947179,111.427919022353,181.647038959544,178.579431787578,274.517116598913,174.678350453558,221.852407885913,0,44.5226243136175,229.808312972693,193.084257928468,224.579465670937,438.265923122496,289.700924925437,202.725294208628,111.168262070889,263.671143425828,179.517549189647,351.078213229495,95.9905157846907,38.0316997629498,224.81875189176,267.574714474835,171.50553387327,100.746669851956,151.663801846959,44.850641790817,280.400373400721
"Naomi",171.210293014266,367.621101773224,295.167155765049,8.43012141585989,58.2000222607379,181.917863630358,392.702561388918,307.445255812126,155.394186565722,126.994531763673,154.68508656756,231.11261064829,89.3695989413044,242.203071882751,309.789025916036,78.2240994841542,375.641632284723,354.741192579715,105.007795528747,115.685990826354,205.662483424489,265.878206717013,285.459156675352,152.036294068615,220.647605984961,456.043640098587,523.551839803205,207.014257826655,500.216151194072,137.580570833217,174.165493334126,232.444795459305,196.154708949022,223.873736953196,146.201674029154,204.104373248404,205.312202955695,252.738764853365,197.042727442025,195.891838950482,44.5226243136175,0,187.541298601169,229.056304447725,256.510111217414,478.569164058899,316.415981047876,176.430508503036,77.9100027181125,236.34602301977,148.060743090156,337.330221693988,140.450773491571,82.4803121262595,254.769213211849,300.031799272438,188.721304497296,56.9248470744722,115.088287848599,1.10563936051994,268.358631422494
"Nikki",123.721605209433,546.043241118475,482.242887140414,180.154184563292,129.396478540828,10.7399500017407,576.164885753368,484.178621689832,329.662171537527,61.5955044258551,109.556122481183,156.655028816944,107.915275503798,429.253828964008,488.510954859787,265.653649742334,562.040113254522,535.419494029784,131.2145414764,155.768916053522,228.714686565209,225.515594116669,469.907049136486,76.3308230449753,402.938880789024,643.482848809942,709.294873985317,392.540416033927,686.190234674393,118.960742851072,109.77792239534,160.042915590747,123.044115491573,409.843364529177,331.798959345492,374.761970096201,381.532409748594,177.900076862141,368.058027179314,128.607647976417,229.808312972693,187.541298601169,0,414.210249540464,437.304075548079,665.838138992078,488.468934625129,122.231975394191,127.548975712993,138.780766267095,96.1754535306979,277.145935182839,321.627006694884,265.591067113772,433.215554557755,480.662245500323,352.993482246567,131.184402762636,89.0726261520793,187.617147218776,233.634203585301
"Nina",388.88630151787,146.939803679031,73.6791901365357,237.177414121408,285.792971198793,407.423874894843,164.05231552376,97.1181149184126,98.1481047806721,352.654779443399,376.071654891019,444.452700157233,317.861135095294,74.280168628762,93.0642878382144,155.35553133496,148.454686653979,130.228799598768,324.086635656867,322.823403779039,379.221901671586,458.796148983683,56.6042719416015,379.486077565784,25.4490582977826,233.995895723278,295.084764031596,22.2181895672262,272.013975618007,357.188928657248,395.447310720492,444.896432898118,415.202849028612,10.3824690329712,82.8557595098053,84.3098692389394,62.3261195282875,462.771208249703,85.104213883066,413.465008792205,193.084257928468,229.056304447725,414.210249540464,0,43.279390472283,254.508944434751,118.644884140457,394.668220572452,303.798503509622,455.563691187968,372.601748170405,528.648620832577,140.028891065793,168.192637794991,53.7778277302872,78.8690915674457,108.958282377957,283.459758688953,343.402534145713,228.752151226438,457.86395815088
"Opal",421.623499378005,111.506884983314,81.9365129775116,264.862233285679,311.134834623241,429.817949386344,139.815308231591,55.4801526495198,109.235351309879,375.808324707051,407.677853595238,478.590399609312,345.878690436405,112.084401838981,54.2299315684365,187.685425106683,136.976949078021,98.3884112055245,355.86470168733,356.893131495728,418.210345201133,496.439993960548,43.3831735856477,408.429696658262,36.6246463907534,226.428079838992,276.12515358265,60.4786934674786,254.163730388707,389.169271901022,427.202161711338,479.232044536728,447.739738930686,53.6390972632485,113.39414218907,75.2410382939292,59.0594738076562,497.716092241788,79.494357612716,446.393479912164,224.579465670937,256.510111217414,437.304075548079,43.279390472283,0,244.031362903547,75.449685738664,427.300159333411,333.312925934101,488.249825854269,403.065994074694,566.90529431954,181.423543028897,203.892661998371,14.8498193019223,43.5631930376193,102.889235489183,308.309599863816,371.598351665502,256.062129913955,495.924655405096
"Pearl",624.72059268177,173.834009529474,183.672940161233,486.250776686737,536.511140588713,659.643961073317,118.951579316601,221.368695318204,349.930998830415,604.623459720419,615.133174629431,674.545324641144,564.907726394328,242.543885797964,209.945366972177,401.100014562547,107.312377858714,166.620633901276,564.078458025347,556.868319794376,589.252819738968,673.266358180456,203.093743798776,623.992728789458,271.193717627458,25.2420647175515,66.4981527660221,275.04550535848,48.2077879387666,595.80894043952,633.703371988145,674.290994092785,650.952244335336,257.316526868523,334.851898763578,319.019470585572,302.665982070604,689.462652246154,323.512724797996,648.144633370203,438.265923122496,478.569164058899,665.838138992078,254.508944434751,244.031362903547,0,237.863130086077,630.646919389448,548.777289402169,690.000514843516,614.299871592057,737.171927290859,358.389387286214,406.221520185993,254.294501207605,208.082336556534,346.60579419586,534.656170406677,589.745583240229,478.427861743355,670.015845441492
"Penny",485.749036868253,67.8477721392911,130.49713468414,324.843963054618,367.274280707778,480.101461927811,119.27592286629,27.345163906937,161.347166728971,427.921970684269,470.483301677557,544.154746642774,404.818114587787,182.305301999948,39.7619140663008,254.525654134626,142.872339314474,71.2766629175568,419.354628050699,423.126283060925,489.818061885887,566.280455343243,89.5904839389798,467.811549706679,108.391179077166,226.936115353151,251.696527198249,135.273937685688,233.250666213883,452.598469923973,490.044309605277,545.044016278062,511.438189894686,128.954648344834,181.720415462645,113.93061062768,111.417798694832,564.218041501084,120.794746835954,510.598746573558,289.700924925437,316.415981047876,488.468934625129,118.644884140457,75.449685738664,237.863130086077,0,491.254105623274,394.295053703328,551.90297244206,464.460474004986,637.331500853886,256.002446260201,273.567013408281,68.2846176054673,54.2454794538452,136.05431153693,363.882568863121,430.423842656564,315.811118903073,566.265460853753
"Qantas",5.92905434050297,538.759412156539,452.401188104702,168.16058054371,138.041764634331,128.331014653753,558.013524449755,480.361825124284,331.214544942519,121.004224202479,23.8071209509016,55.8865809374371,96.5768352516189,388.105156115517,481.403435735814,239.829939312554,534.259828468289,524.087266781117,71.912754323885,73.7897363440727,108.602395877441,110.943984262498,450.981626111107,51.7346079547977,390.737313217909,606.525719630684,682.257113894674,372.530900949921,658.462412683893,38.8529425472592,12.4639748096296,57.8337619084799,20.5468818642538,387.703911462235,314.039826200303,380.130884779803,379.836322653127,79.0373530100047,373.064468609133,19.4614729058059,202.725294208628,176.430508503036,122.231975394191,394.668220572452,427.300159333411,630.646919389448,491.254105623274,0,99.8057881109776,60.9600900278569,37.2807578036744,174.865110053541,272.324944453036,227.455790883642,427.372109344939,470.217191020413,365.123973749226,142.758408853741,76.9777578324587,177.184440458597,117.583377719438
"Regan",94.9441394675169,444.687945766093,366.72621345849,69.4938046276139,43.3902838533079,125.294372760394,467.846698190983,384.949438805696,233.298556457052,78.010511908054,77.2461774688586,155.37925937936,20.0972569418664,308.137755807657,386.934910783321,148.935103842983,448.149473430616,431.231148188501,32.4584168231167,55.4290114203103,153.957235796355,198.208871565948,360.399971088727,75.7438941371632,297.117172261389,525.5207077568,596.487022743897,281.596164317161,572.927050748477,61.3880062193558,96.5651754755107,157.025370274821,118.958984832205,297.836148553196,221.378729256036,281.960116240682,283.105630908418,177.867414110554,274.902170614177,119.182213513302,111.168262070889,77.9100027181125,127.548975712993,303.798503509622,333.312925934101,548.777289402169,394.295053703328,99.8057881109776,0,158.81895870165,70.1657370794525,267.996893483392,196.512117863357,143.003297766138,332.136403209295,376.713218093132,265.917245982918,48.2263527262859,41.354433054734,78.5502145493562,202.229562479427
"Ross",66.6915691518618,599.714891862105,512.692839314302,227.996056520091,193.836159138113,148.052633996473,618.789390178046,541.238521513034,391.532840180349,161.554776566429,81.6638962592055,26.7246286216071,152.448739430295,447.567562424372,542.34241431514,300.788354701895,594.524405261482,585.038906975858,132.615486527261,133.647357210318,136.180221422663,94.3132260806358,511.834967492087,94.395462688591,451.691811317716,665.721649153414,742.343157750003,433.439041526291,718.522995394007,99.320098756474,62.2539621417673,29.7977454629003,40.524689377266,448.538048834224,374.999344149188,440.373892482245,440.495703094924,40.7021915508218,433.308323143856,42.175584088282,263.671143425828,236.34602301977,138.780766267095,455.563691187968,488.249825854269,690.000514843516,551.90297244206,60.9600900278569,158.81895870165,0,90.0458076734153,138.379109833412,331.637005781115,288.125159386648,488.252925265603,531.177023253589,424.733725421225,198.311546937433,129.28672857019,237.053909288159,103.555808609342
"Rudolph",35.1074784623802,514.517988986608,433.629599870633,139.638052726681,103.864898068445,100.090824399102,536.595361203257,454.998492988703,303.42469599206,84.4882799828276,15.293939618936,91.4214528353607,62.4071509302343,372.267708552365,456.822398537611,217.275359239629,515.36178006884,500.76574214752,50.4540872139136,66.1129216896233,133.702887804546,147.839132169529,429.183820534959,19.8448826345593,366.749702029102,590.624741622478,663.709525488979,350.383801425066,640.036197519721,24.188339455669,29.0828901145865,93.7702555195373,52.1801800526633,366.272373324621,290.622568220088,352.023872345832,353.26217793194,115.043655517459,344.970619323077,54.2293940151176,179.517549189647,148.060743090156,96.1754535306979,372.601748170405,403.065994074694,614.299871592057,464.460474004986,37.2807578036744,70.1657370794525,90.0458076734153,0,212.073719367228,257.809681892298,208.301356207716,402.139813565063,446.379657509148,335.51967805917,108.395883987052,40.3221282732112,148.686264709502,154.143518152053
"Shaddow",177.880490247679,675.574151882816,573.356101128048,329.844856834271,309.788049996623,286.311960942623,684.756271812651,622.130916189829,484.119393745793,293.853123240657,198.35204465997,123.262777433116,269.387807819711,502.286863379345,620.638289408814,383.651412021475,652.812323588614,658.150541432408,235.969985711861,221.65837048129,150.117833094426,71.7714361807812,582.054755977664,223.742460579216,530.773076971659,712.03430986804,795.834699694764,507.676927786618,772.093955279196,208.511150416073,183.873265572119,120.265216281212,162.303696703866,519.990053954632,455.615147554254,532.570120426525,527.891427000877,100.181769410208,525.641949262279,158.733858763719,351.078213229495,337.330221693988,277.145935182839,528.648620832577,566.90529431954,737.171927290859,637.331500853886,174.865110053541,267.996893483392,138.379109833412,212.073719367228,0,391.259588456963,363.780319719226,570.067760864313,607.33993312671,522.064569862289,314.643304968514,251.734822162161,338.2783851555,71.066067083666
"Star",266.39643574652,285.772637566614,183.446944351056,145.899990439184,195.955944193983,317.546318315862,293.766873123039,236.652000814576,137.210034953915,263.920355683303,257.490562200404,316.775871735019,214.796691347565,115.94182598104,233.093062117865,71.3803664004024,264.590244097504,267.522930658494,207.355604926073,198.53521821596,241.199328594228,322.776963073847,191.188808363559,269.338043077024,147.840451203454,334.206340811972,411.404998520809,120.957449317571,387.542632994856,238.167091324968,275.732282728967,316.690746447473,292.58737494898,130.582070755974,87.1403424376199,172.824772836279,158.626859574663,332.76085998458,167.52721194008,289.755381181294,95.9905157846907,140.450773491571,321.627006694884,140.028891065793,181.423543028897,358.389387286214,256.002446260201,272.324944453036,196.512117863357,331.637005781115,257.809681892298,391.259588456963,0,57.9725909590057,187.851654929788,218.670495668627,177.69454950916,195.783154023249,237.806238036197,140.816195424495,321.070579399012
"Stripes",221.605501208028,314.262496672322,225.468634756523,88.0548734505686,138.499442194275,261.038919983028,330.709336397145,258.74417496512,127.061116019597,206.906927846959,210.073106414015,276.321178145759,160.174201379611,165.138826300393,258.010646446651,26.7742063855345,307.290065046244,298.341234590169,158.405313532467,154.842488382268,216.789232332764,292.878940955002,224.030794364954,217.815054320978,167.445851115517,382.760787111348,455.564416030001,146.320916313967,431.85069491029,190.879180454893,229.126248099877,276.728311025416,247.996736157528,160.706353668362,91.8482553110541,172.695342789322,165.146954905002,294.597581168553,166.13315929051,245.954158017231,38.0316997629498,82.4803121262595,265.591067113772,168.192637794991,203.892661998371,406.221520185993,273.567013408281,227.455790883642,143.003297766138,288.125159386648,208.301356207716,363.780319719226,57.9725909590057,0,206.377726506939,245.55973779555,168.324855601395,138.123275714387,184.270524641682,82.8436401984709,292.716376646485
"Syrup",421.75878267475,113.156748730655,96.5130604072267,263.1728069496,308.272895434239,425.479370633804,146.622827932007,52.9917021579535,103.733421787509,371.882633375523,407.282583040208,479.36286116721,344.006515758921,125.344432670803,55.3603804618926,188.61713149456,147.817201476008,102.557374930372,355.673493945776,357.854431499264,422.046476886378,499.256159461601,56.7353202870635,406.80227035385,40.108207217089,237.484864939558,283.75189449255,67.5902320860641,262.252836053144,388.995034796367,426.840990934172,480.110369730761,447.728725546619,64.0696830571115,114.790186964769,65.0005688213199,52.0309555572872,498.905579765248,70.0696804061344,446.582454731542,224.81875189176,254.769213211849,433.215554557755,53.7778277302872,14.8498193019223,254.294501207605,68.2846176054673,427.372109344939,332.136403209295,488.252925265603,402.139813565063,570.067760864313,187.851654929788,206.377726506939,0,48.6527137326295,92.4249170102307,305.262842917491,369.730510764696,254.263649137979,499.018485634984
"Themeda",464.51231558647,68.7225531130525,76.2660749211666,308.37561887226,354.687121091188,473.098817743032,97.9911952527503,26.9059993891014,151.827076833083,419.202328797862,450.80658525506,521.100393318768,389.401339496992,131.792360710756,16.2740445002268,230.41901193177,103.6021270438,54.8397880743151,398.933238385422,399.364540952579,458.039151181176,537.29118299552,36.022618135322,451.908166363973,79.6318518655693,192.784677780702,235.220347478236,99.6989786723398,213.912087589398,432.214724788936,470.310442771359,521.67551092441,490.687903749016,88.0893236377679,156.178641241816,113.185420685171,100.48197819341,539.943186192115,118.547202594521,489.24479148833,267.574714474835,300.031799272438,480.662245500323,78.8690915674457,43.5631930376193,208.082336556534,54.2454794538452,470.217191020413,376.713218093132,531.177023253589,446.379657509148,607.33993312671,218.670495668627,245.55973779555,48.6527137326295,0,140.244830348478,351.847018823576,415.117461491145,299.590470595208,536.49106317299
"Therese",359.928327401225,197.947029660696,178.518129681485,196.965065376551,234.89791923492,344.441732920406,237.861336949568,135.885964328037,41.6763967908331,292.926176794576,343.110927721523,419.779228696308,274.193381224247,175.530048064021,143.216435094446,143.361824016988,239.784888457902,191.634909609073,293.68323721277,301.80573139672,380.564107918066,450.295947066285,145.579147491154,336.870002546277,84.33067878319,329.307915380692,375.234530817176,100.361753174578,354.131498409754,326.283297077707,362.481206584293,421.0541048989,384.727074335242,113.545098529339,91.025401285354,27.6482351681376,47.2531276499114,441.17351921411,24.2950359129343,384.584741041463,171.50553387327,188.721304497296,352.993482246567,108.958282377957,102.889235489183,346.60579419586,136.05431153693,365.123973749226,265.917245982918,424.733725421225,335.51967805917,522.064569862289,177.69454950916,168.324855601395,92.4249170102307,140.244830348478,0,231.156399166955,299.380618462646,187.951098106523,451.63544818456
"Tim",138.589762830573,418.4180755479,351.059902830412,50.2469914854794,4.88271101349853,125.187402738326,446.216752295513,357.220290372729,202.87110804765,70.1728067305367,119.095780952948,198.591262102972,46.2321967170352,299.117034913979,360.604669413727,135.100107280305,430.986286004465,406.686665186847,80.5319971382566,102.896361061701,201.399978020495,245.614654284611,339.460913652385,106.500976165235,273.223100192902,512.343427579649,578.48015003463,261.654908816193,555.289935408379,106.281537463127,137.13072105595,200.592159764249,160.239545981771,278.849118332466,200.825882274402,250.102364658963,254.336241863168,221.777935294393,243.16012349575,161.521770631129,100.746669851956,56.9248470744722,131.184402762636,283.459758688953,308.309599863816,534.656170406677,363.882568863121,142.758408853741,48.2263527262859,198.311546937433,108.395883987052,314.643304968514,195.783154023249,138.123275714387,305.262842917491,351.847018823576,231.156399166955,0,69.4208436345181,56.8776892188943,249.940007948465
"Trevor",73.8817662147433,482.671303520972,407.367726958198,106.743684698117,65.1596181039393,88.5338138514882,507.339162608967,422.283790719995,269.077118162887,52.6970506189728,53.3837775964237,131.739883201558,25.7275023222436,349.407856221893,424.826564174962,189.25727406643,488.61515730761,469.812907706267,43.7168578757345,70.6350000019508,159.777383025149,185.901861040563,399.951529980542,37.4975490934719,335.696350959941,566.582913263288,636.88489769045,321.247997602346,613.382628917386,47.1609056900564,69.3964338544964,134.064879626875,92.449797431097,337.745860166452,260.68705502798,317.156344245418,319.80330046109,155.344286005602,310.142950734735,94.5320002572565,151.663801846959,115.088287848599,89.0726261520793,343.402534145713,371.598351665502,589.745583240229,430.423842656564,76.9777578324587,41.354433054734,129.28672857019,40.3221282732112,251.734822162161,237.806238036197,184.270524641682,369.730510764696,415.117461491145,299.380618462646,69.4208436345181,0,115.543773290722,191.589198901678
"Twinkie",171.977233819206,367.141817742698,294.997579881557,9.06376435917339,58.2431629674903,181.939101944796,392.356723368536,306.919170607711,154.748514848195,126.990898985981,155.390691228015,231.911024409537,89.8196686661014,242.239461611423,309.304716497298,78.229612834888,375.422538481,354.311378942212,105.811074881722,116.642148368754,206.729297230548,266.839073100106,285.134728335518,152.538828368011,220.231779933892,455.929182271922,523.303926224907,206.724032997115,499.978879058266,138.337519547857,174.861222444092,233.253758486137,196.883118555801,223.612130512051,145.896406246213,203.432179476642,204.738810242437,253.56725840533,196.371757006812,196.645910786143,44.850641790817,1.10563936051994,187.617147218776,228.752151226438,256.062129913955,478.427861743355,315.811118903073,177.184440458597,78.5502145493562,237.053909288159,148.686264709502,338.2783851555,140.816195424495,82.8436401984709,254.263649137979,299.590470595208,187.951098106523,56.8776892188943,115.543773290722,0,269.337675643182
"Tyrone",119.044284019163,604.803289406178,503.736416497407,261.115984353134,245.057297366905,241.391209916114,614.788172624575,551.119532634016,413.392381094392,238.491452826468,139.232947235164,79.1573625087926,206.146373069766,433.170198967204,549.708140790105,312.659002538024,583.690701868683,587.532519778298,169.798120914826,152.871607751687,80.844154922936,9.50267047315611,511.538486506443,169.188176066227,459.757116760592,644.970355104057,727.720788012006,436.805557901858,703.921825117285,145.666251796954,128.698511678609,75.6682027797313,110.989359891652,449.285380628325,384.549479260934,461.741083009713,456.876258608313,64.5323769598139,454.830090668872,105.855706483652,280.400373400721,268.358631422494,233.634203585301,457.86395815088,495.924655405096,670.015845441492,566.265460853753,117.583377719438,202.229562479427,103.555808609342,154.143518152053,71.066067083666,321.070579399012,292.716376646485,499.018485634984,536.49106317299,451.63544818456,249.940007948465,191.589198901678,269.337675643182,0
